document,line,section,number,kind,source,context
main,369,7.1 Post-deal dynamics and monthly hirin,4.85,artifact-pct,I01:estimates.panelB_timing_blur.B1.DiD (x100);I04b:estimates.panelD_by_inertia.T1저관성.log_wage|h3.ci.1 (x100),The increase in hiring begins soon after the private equity investment and persists beyond the first year. Fig
main,375,7.1 Post-deal dynamics and monthly hirin,0.0466,artifact,I04c:estimates.panelC_by_inertia.T3고관성.va_pe|h1.ci.1;I14:estimates.panelE_validated_subsample.confirmed.rel_ci.0;I33:estimates.baseline.level(rel12 log고용).ci.0,"The observed share of months with no hiring falls by 0.0466 [−0.0675, −0.0270]. The corresponding volume bench"
main,375,7.1 Post-deal dynamics and monthly hirin,-0.0675,ledger,C41.ci0,"The observed share of months with no hiring falls by 0.0466 [−0.0675, −0.0270]. The corresponding volume bench"
main,375,7.1 Post-deal dynamics and monthly hirin,-0.0270,ledger,C41.ci1,"The observed share of months with no hiring falls by 0.0466 [−0.0675, −0.0270]. The corresponding volume bench"
main,375,7.1 Post-deal dynamics and monthly hirin,0.0518,artifact-abs,I38:estimates.panelA_excess.expected_uniform.DiD (sign written as magnitude),"The observed share of months with no hiring falls by 0.0466 [−0.0675, −0.0270]. The corresponding volume bench"
main,375,7.1 Post-deal dynamics and monthly hirin,-0.0699,ledger,C41a.ci0,"The observed share of months with no hiring falls by 0.0466 [−0.0675, −0.0270]. The corresponding volume bench"
main,375,7.1 Post-deal dynamics and monthly hirin,-0.0326,ledger,C41a.ci1,"The observed share of months with no hiring falls by 0.0466 [−0.0675, −0.0270]. The corresponding volume bench"
main,375,7.1 Post-deal dynamics and monthly hirin,0.0052,ledger,C42.value,"The observed share of months with no hiring falls by 0.0466 [−0.0675, −0.0270]. The corresponding volume bench"
main,375,7.1 Post-deal dynamics and monthly hirin,-0.0082,ledger,C42.ci0;C44a.ci0,"The observed share of months with no hiring falls by 0.0466 [−0.0675, −0.0270]. The corresponding volume bench"
main,375,7.1 Post-deal dynamics and monthly hirin,0.0189,ledger,C42.ci1;C53.value,"The observed share of months with no hiring falls by 0.0466 [−0.0675, −0.0270]. The corresponding volume bench"
main,375,7.1 Post-deal dynamics and monthly hirin,0.046,ledger,C52.ci0,"The observed share of months with no hiring falls by 0.0466 [−0.0675, −0.0270]. The corresponding volume bench"
main,386,7.1 Post-deal dynamics and monthly hirin,95,constant/count,,Notes. The benchmark holds each firm-window's realised number of hires fixed and reallocates those hires acros
main,386,7.1 Post-deal dynamics and monthly hirin,0.046,ledger,C52.ci0,Notes. The benchmark holds each firm-window's realised number of hires fixed and reallocates those hires acros
main,394,7.2 Transaction and sponsor characterist,0.1218,ledger,C65.value,Observed transaction characteristics explain relatively little of the variation in hiring responses in the com
main,394,7.2 Transaction and sponsor characterist,-0.0494,ledger,C65.ci0,Observed transaction characteristics explain relatively little of the variation in hiring responses in the com
main,394,7.2 Transaction and sponsor characterist,0.2776,ledger,C65.ci1,Observed transaction characteristics explain relatively little of the variation in hiring responses in the com
main,394,7.2 Transaction and sponsor characterist,0.0475,ledger,C66.value,Observed transaction characteristics explain relatively little of the variation in hiring responses in the com
main,394,7.2 Transaction and sponsor characterist,-0.1062,ledger,C66.ci0,Observed transaction characteristics explain relatively little of the variation in hiring responses in the com
main,394,7.2 Transaction and sponsor characterist,0,constant/count,,Observed transaction characteristics explain relatively little of the variation in hiring responses in the com
main,396,7.2 Transaction and sponsor characterist,180,constant/count,,"Among the 180 events with complete deal information, control transfer, acquired stake, and sponsor deal count "
main,396,7.2 Transaction and sponsor characterist,0.92,artifact,I02:estimates.panelB_cloglog.post.HR_ci.0;I06:estimates.panelA_specs.G24|S3 확장처치·기존풀.mean_dist;I06:estimates.panelA_specs.G24|S4 확장처치·확장풀.mean_dist,"Among the 180 events with complete deal information, control transfer, acquired stake, and sponsor deal count "
main,396,7.2 Transaction and sponsor characterist,2.86,artifact-pct,I04c:estimates.panelD_survival.T3.alive|h1.ci.1 (x100);I45:estimates.panelC_joint_test.r2_state (x100),"Among the 180 events with complete deal information, control transfer, acquired stake, and sponsor deal count "
main,396,7.2 Transaction and sponsor characterist,0.0068,ledger,C72.value;R03.ci0,"Among the 180 events with complete deal information, control transfer, acquired stake, and sponsor deal count "
main,396,7.2 Transaction and sponsor characterist,0.0261,ledger,C18a.ci1;C72a.value,"Among the 180 events with complete deal information, control transfer, acquired stake, and sponsor deal count "
main,398,7.2 Transaction and sponsor characterist,-0.0269,ledger,C73.value,"This difference does not carry over clearly to held-out observations. Under five-fold cross-fitting, out-of-sa"
main,398,7.2 Transaction and sponsor characterist,-0.0168,ledger,C74.value;R06.ci0,"This difference does not carry over clearly to held-out observations. Under five-fold cross-fitting, out-of-sa"
main,398,7.2 Transaction and sponsor characterist,0.0101,ledger,C38a.value;C75.value,"This difference does not carry over clearly to held-out observations. Under five-fold cross-fitting, out-of-sa"
main,398,7.2 Transaction and sponsor characterist,-0.0349,ledger,C75.ci0,"This difference does not carry over clearly to held-out observations. Under five-fold cross-fitting, out-of-sa"
main,398,7.2 Transaction and sponsor characterist,0.1173,ledger,C75.ci1;C77a.value,"This difference does not carry over clearly to held-out observations. Under five-fold cross-fitting, out-of-sa"
main,402,7.3 Worker earnings and value added,0.0096,ledger,C17.value,Employment growth after the transaction is accompanied by a modest increase in measured earnings per worker. A
main,402,7.3 Worker earnings and value added,0.0039,ledger,C17.ci0,Employment growth after the transaction is accompanied by a modest increase in measured earnings per worker. A
main,402,7.3 Worker earnings and value added,0.0154,ledger,C17.ci1,Employment growth after the transaction is accompanied by a modest increase in measured earnings per worker. A
main,402,7.3 Worker earnings and value added,346,constant/count,,Employment growth after the transaction is accompanied by a modest increase in measured earnings per worker. A
main,404,7.3 Worker earnings and value added,182,constant/count,,"Across 182 events, the treated-control difference in the implied wage of marginal hires is 0.0086 [−0.1383, 0."
main,404,7.3 Worker earnings and value added,0.0086,ledger,C17a.value;C44a.value,"Across 182 events, the treated-control difference in the implied wage of marginal hires is 0.0086 [−0.1383, 0."
main,404,7.3 Worker earnings and value added,-0.1383,ledger,C17a.ci0,"Across 182 events, the treated-control difference in the implied wage of marginal hires is 0.0086 [−0.1383, 0."
main,404,7.3 Worker earnings and value added,0.1585,ledger,C17a.ci1,"Across 182 events, the treated-control difference in the implied wage of marginal hires is 0.0086 [−0.1383, 0."
main,404,7.3 Worker earnings and value added,20,constant/count,,"Across 182 events, the treated-control difference in the implied wage of marginal hires is 0.0086 [−0.1383, 0."
main,406,7.3 Worker earnings and value added,0.0778,ledger,C18.value;C62.ci0,"Value added also increases among firms with audited financial statements. One year after the transaction, valu"
main,406,7.3 Worker earnings and value added,0.0296,ledger,C18.ci0,"Value added also increases among firms with audited financial statements. One year after the transaction, valu"
main,406,7.3 Worker earnings and value added,0.1294,ledger,C18.ci1,"Value added also increases among firms with audited financial statements. One year after the transaction, valu"
main,406,7.3 Worker earnings and value added,147,constant/count,,"Value added also increases among firms with audited financial statements. One year after the transaction, valu"
main,406,7.3 Worker earnings and value added,-0.0052,ledger,C18a.value;C61.ci0,"Value added also increases among firms with audited financial statements. One year after the transaction, valu"
main,406,7.3 Worker earnings and value added,-0.0333,ledger,C18a.ci0,"Value added also increases among firms with audited financial statements. One year after the transaction, valu"
main,406,7.3 Worker earnings and value added,0.0261,ledger,C18a.ci1;C72a.value,"Value added also increases among firms with audited financial statements. One year after the transaction, valu"
main,406,7.3 Worker earnings and value added,0.10,ledger,C5a.value;C63.ci1;C94b.ci0,"Value added also increases among firms with audited financial statements. One year after the transaction, valu"
main,410,7.3 Worker earnings and value added,147,constant/count,,The financial results come from a more selected sample than the primary hiring analysis. The value-added estim
main,410,7.3 Worker earnings and value added,286,constant/count,,The financial results come from a more selected sample than the primary hiring analysis. The value-added estim
main,414,8. Conclusion,0.20,ledger,C32.value;C66.ci1;C79c.value,Private equity targets in Korea show markedly different post-investment hiring responses depending on their hi
appendix,17,A.1 Construction of the volume benchmark,60,constant/count,,"For measures without a closed-form expectation—the longest spell without hiring, the Herfindahl index of hires"
appendix,21,A.1 Construction of the volume benchmark,91.9,artifact,I38:estimates.panelA_excess.pre_levels.N;I39:estimates.pre_levels.N,"Before the transaction, treated firms average 91.9 hires per twelve-month window. They have 3.23 months withou"
appendix,21,A.1 Construction of the volume benchmark,3.23,artifact,I39:estimates.pre_levels.a_zero,"Before the transaction, treated firms average 91.9 hires per twelve-month window. They have 3.23 months withou"
appendix,21,A.1 Construction of the volume benchmark,2.58,artifact,I36:estimates.specs.(1).terms.treated.z;I39:estimates.pre_levels.e_zero,"Before the transaction, treated firms average 91.9 hires per twelve-month window. They have 3.23 months withou"
appendix,21,A.1 Construction of the volume benchmark,1.97,artifact,I38:estimates.panelA_excess.pre_levels.maxspell;I39:estimates.pre_levels.a_ms,"Before the transaction, treated firms average 91.9 hires per twelve-month window. They have 3.23 months withou"
appendix,21,A.1 Construction of the volume benchmark,1.53,artifact,I39:estimates.pre_levels.e_ms,"Before the transaction, treated firms average 91.9 hires per twelve-month window. They have 3.23 months withou"
appendix,21,A.1 Construction of the volume benchmark,0.203,artifact,I04c:estimates.panelA_value_added.log_rev|h3.ci.1;I04c:estimates.panelB_equivalence.log_rev|h3.ci.1;I04c:estimates.panelC_by_inertia.T3고관성.log_va|h2.ci.1,"Before the transaction, treated firms average 91.9 hires per twelve-month window. They have 3.23 months withou"
appendix,21,A.1 Construction of the volume benchmark,0.163,artifact,I39:estimates.pre_levels.e_hhi;I47:estimates.panelC_far_window.neg_log_volume.slope_raw.ci.1;I67:estimates.horizons.h36.null_sd,"Before the transaction, treated firms average 91.9 hires per twelve-month window. They have 3.23 months withou"
appendix,21,A.1 Construction of the volume benchmark,0.468,artifact,I38:estimates.panelA_excess.pre_levels.top2;I39:estimates.pre_levels.a_t2;I40:estimates.panelA_log_moderator.lN.T3,"Before the transaction, treated firms average 91.9 hires per twelve-month window. They have 3.23 months withou"
appendix,21,A.1 Construction of the volume benchmark,0.378,artifact,I39:estimates.pre_levels.e_t2;I49:estimates.panelB_clustering.cluster_control_firm.half_width;I58_control_contamination:estimates.현행.slope_on_treated_S,"Before the transaction, treated firms average 91.9 hires per twelve-month window. They have 3.23 months withou"
appendix,47,Panel B. Thirty-six-month window,180,constant/count,,Notes. The observed change is the treated-minus-control change in the corresponding monthly measure. The volum
appendix,49,Panel B. Thirty-six-month window,0.0466,artifact,I04c:estimates.panelC_by_inertia.T3고관성.va_pe|h1.ci.1;I14:estimates.panelE_validated_subsample.confirmed.rel_ci.0;I33:estimates.baseline.level(rel12 log고용).ci.0,The volume benchmark accounts for most of the observed movement in the twelve-month measures. For the main no-
appendix,49,Panel B. Thirty-six-month window,0.0518,artifact-abs,I38:estimates.panelA_excess.expected_uniform.DiD (sign written as magnitude),The volume benchmark accounts for most of the observed movement in the twelve-month measures. For the main no-
appendix,49,Panel B. Thirty-six-month window,0.0052,ledger,C42.value,The volume benchmark accounts for most of the observed movement in the twelve-month measures. For the main no-
appendix,49,Panel B. Thirty-six-month window,-0.0082,ledger,C42.ci0;C44a.ci0,The volume benchmark accounts for most of the observed movement in the twelve-month measures. For the main no-
appendix,49,Panel B. Thirty-six-month window,0.0189,ledger,C42.ci1;C53.value,The volume benchmark accounts for most of the observed movement in the twelve-month measures. For the main no-
appendix,49,Panel B. Thirty-six-month window,0.046,ledger,C52.ci0,The volume benchmark accounts for most of the observed movement in the twelve-month measures. For the main no-
appendix,51,Panel B. Thirty-six-month window,0.0086,ledger,C17a.value;C44a.value,"The one exception is the share of hires occurring in the two busiest months. Its excess is 0.0086 [−0.0082, 0."
appendix,51,Panel B. Thirty-six-month window,-0.0082,ledger,C42.ci0;C44a.ci0,"The one exception is the share of hires occurring in the two busiest months. Its excess is 0.0086 [−0.0082, 0."
appendix,51,Panel B. Thirty-six-month window,0.0250,ledger,C44a.ci1;C71a.value;R02.ci1,"The one exception is the share of hires occurring in the two busiest months. Its excess is 0.0086 [−0.0082, 0."
appendix,51,Panel B. Thirty-six-month window,0.025,ledger,C44a.ci1;C71a.value;R02.ci1,"The one exception is the share of hires occurring in the two busiest months. Its excess is 0.0086 [−0.0082, 0."
appendix,53,Panel B. Thirty-six-month window,0.055,ledger,C81b.value,"Over thirty-six months, the same conclusion is visible in the two measures for which the longer window is avai"
appendix,53,Panel B. Thirty-six-month window,0.0088,ledger,C45.value,"Over thirty-six months, the same conclusion is visible in the two measures for which the longer window is avai"
appendix,53,Panel B. Thirty-six-month window,-0.0058,ledger,C45.ci0,"Over thirty-six months, the same conclusion is visible in the two measures for which the longer window is avai"
appendix,53,Panel B. Thirty-six-month window,0.0220,ledger,C45.ci1,"Over thirty-six months, the same conclusion is visible in the two measures for which the longer window is avai"
appendix,53,Panel B. Thirty-six-month window,0.756,artifact-abs,I40:estimates.panelB_36m_clustering.ms.DiD (sign written as magnitude),"Over thirty-six months, the same conclusion is visible in the two measures for which the longer window is avai"
appendix,53,Panel B. Thirty-six-month window,0.297,ledger,C45a.value,"Over thirty-six months, the same conclusion is visible in the two measures for which the longer window is avai"
appendix,53,Panel B. Thirty-six-month window,-0.117,ledger,C45a.ci0,"Over thirty-six months, the same conclusion is visible in the two measures for which the longer window is avai"
appendix,53,Panel B. Thirty-six-month window,0.727,ledger,C45a.ci1,"Over thirty-six months, the same conclusion is visible in the two measures for which the longer window is avai"
appendix,55,Panel B. Thirty-six-month window,8.5,artifact,I38:estimates.panelA_excess.total_hires.DiD,"Total hires increase by 8.5 workers per twelve-month window in the corresponding level comparison, although th"
appendix,55,Panel B. Thirty-six-month window,-17.3,artifact,I38:estimates.panelA_excess.total_hires.ci.0,"Total hires increase by 8.5 workers per twelve-month window in the corresponding level comparison, although th"
appendix,55,Panel B. Thirty-six-month window,47.5,artifact,I38:estimates.panelA_excess.total_hires.ci.1,"Total hires increase by 8.5 workers per twelve-month window in the corresponding level comparison, although th"
appendix,59,Hiring-state split,0.1076,artifact,I40:estimates.panelA_log_moderator.p.T3;I61:estimates.panelA_treated_path.q3.grad,The raw extensive-margin change is larger among firms that entered the transaction with lower hiring intensity
appendix,59,Hiring-state split,-0.1551,artifact,I06:estimates.panelA_specs.G36|S5 회수전용·확장풀.P1_ci.0;I32:estimates.panelD_by_inertia_year.T3고관성.Y2.ci.0;I38:estimates.panelC_by_inertia.T3 고관성.actual.ci.0,The raw extensive-margin change is larger among firms that entered the transaction with lower hiring intensity
appendix,59,Hiring-state split,-0.0613,artifact,I38:estimates.panelC_by_inertia.T3 고관성.actual.ci.1,The raw extensive-margin change is larger among firms that entered the transaction with lower hiring intensity
appendix,59,Hiring-state split,0.0182,artifact,I40:estimates.panelA_log_moderator.p.T1,The raw extensive-margin change is larger among firms that entered the transaction with lower hiring intensity
appendix,59,Hiring-state split,-0.0452,artifact,I38:estimates.panelC_by_inertia.T1 저관성.actual.ci.0,The raw extensive-margin change is larger among firms that entered the transaction with lower hiring intensity
appendix,59,Hiring-state split,0.0131,artifact,I38:estimates.panelC_by_inertia.T1 저관성.actual.ci.1,The raw extensive-margin change is larger among firms that entered the transaction with lower hiring intensity
appendix,59,Hiring-state split,0.0058,artifact,I11:estimates.S1_monthly_prespecified.beta.-9;I38:estimates.panelC_by_inertia.T3 고관성.excess.DiD,The raw extensive-margin change is larger among firms that entered the transaction with lower hiring intensity
appendix,59,Hiring-state split,-0.0249,artifact,I06:estimates.panelA_specs.G36|S1 기존처치·기존풀.rel_ci.0;I38:estimates.panelB_spell_concentration.top2.DiD;I38:estimates.panelC_by_inertia.T3 고관성.excess.ci.0,The raw extensive-margin change is larger among firms that entered the transaction with lower hiring intensity
appendix,59,Hiring-state split,0.0350,artifact,I38:estimates.panelC_by_inertia.T3 고관성.excess.ci.1,The raw extensive-margin change is larger among firms that entered the transaction with lower hiring intensity
appendix,59,Hiring-state split,0.0027,ledger,C7a.ci1;C69.ci1,The raw extensive-margin change is larger among firms that entered the transaction with lower hiring intensity
appendix,59,Hiring-state split,-0.0159,artifact,I04c:estimates.panelA_value_added.alive|h1.ci.0;I04c:estimates.panelB_equivalence.alive|h1.ci.0;I38:estimates.panelC_by_inertia.T1 저관성.excess.ci.0,The raw extensive-margin change is larger among firms that entered the transaction with lower hiring intensity
appendix,59,Hiring-state split,0.0203,artifact,I32:estimates.panelB_quarterly_ES.beta.q6.ci.0;I36:estimates.specs.(1).terms.treated.se;I38:estimates.panelC_by_inertia.T1 저관성.excess.ci.1,The raw extensive-margin change is larger among firms that entered the transaction with lower hiring intensity
appendix,59,Hiring-state split,0.0032,ledger,C46.value;R02.ci0,The raw extensive-margin change is larger among firms that entered the transaction with lower hiring intensity
appendix,59,Hiring-state split,-0.0321,ledger,C46.ci0;F03.ci0,The raw extensive-margin change is larger among firms that entered the transaction with lower hiring intensity
appendix,59,Hiring-state split,0.0365,ledger,C46.ci1,The raw extensive-margin change is larger among firms that entered the transaction with lower hiring intensity
appendix,65,A.3 Extensive- and intensive-margin deco,12,constant/count,,"where  is the share of months with positive hiring and  is mean hiring intensity in active months, measured as"
appendix,77,Table A2. Decomposition of the average i,0.608,ledger,C5.value,"Notes. The pre-deal means are  and . In logs, the two components are additive; the change in  accounts for 0.6"
appendix,79,Table A2. Decomposition of the average i,60.8,artifact,I04b:runtime_s,Both components rise in the log decomposition. The increase in the active-month share accounts for 60.8 percen
appendix,102,Table B1. Alternative measures of pre-de,0.215,ledger,C84a.value;C84b.value,The hiring-rate measure is the most stable of the three once the pre-deal covariates are included. Grouping fi
appendix,102,Table B1. Alternative measures of pre-de,0.026,ledger,C18a.ci1;C72a.value;C84a.ci0,The hiring-rate measure is the most stable of the three once the pre-deal covariates are included. Grouping fi
appendix,102,Table B1. Alternative measures of pre-de,0.392,ledger,C84a.ci1,The hiring-rate measure is the most stable of the three once the pre-deal covariates are included. Grouping fi
appendix,102,Table B1. Alternative measures of pre-de,0.215,ledger,C84a.value;C84b.value,The hiring-rate measure is the most stable of the three once the pre-deal covariates are included. Grouping fi
appendix,102,Table B1. Alternative measures of pre-de,0.030,ledger,C18.ci0;C84b.ci0,The hiring-rate measure is the most stable of the three once the pre-deal covariates are included. Grouping fi
appendix,102,Table B1. Alternative measures of pre-de,0.425,ledger,C84b.ci1,The hiring-rate measure is the most stable of the three once the pre-deal covariates are included. Grouping fi
appendix,102,Table B1. Alternative measures of pre-de,0.188,ledger,C84c.value,The hiring-rate measure is the most stable of the three once the pre-deal covariates are included. Grouping fi
appendix,102,Table B1. Alternative measures of pre-de,0.031,ledger,C84c.ci0;C93b.value,The hiring-rate measure is the most stable of the three once the pre-deal covariates are included. Grouping fi
appendix,102,Table B1. Alternative measures of pre-de,0.332,ledger,C84c.ci1,The hiring-rate measure is the most stable of the three once the pre-deal covariates are included. Grouping fi
appendix,104,Table B1. Alternative measures of pre-de,-0.854,ledger,C88.value,"The share of no-hire months is more closely tied to total hiring volume. Over the same pre-deal window, the co"
appendix,104,Table B1. Alternative measures of pre-de,-0.013,artifact,I04b:estimates.panelB_employment_free.roa|h2.DiD;I04c:estimates.panelA_value_added.roa|h2.DiD;I11:estimates.S1_monthly_prespecified.beta.-6,"The share of no-hire months is more closely tied to total hiring volume. Over the same pre-deal window, the co"
appendix,104,Table B1. Alternative measures of pre-de,0.0031,artifact,I46:estimates.panelB_excess_dormancy.tercile.diff,"The share of no-hire months is more closely tied to total hiring volume. Over the same pre-deal window, the co"
appendix,104,Table B1. Alternative measures of pre-de,-0.176,ledger,C67.ci0,"The share of no-hire months is more closely tied to total hiring volume. Over the same pre-deal window, the co"
appendix,104,Table B1. Alternative measures of pre-de,0.190,artifact,I21:estimates.panelB_lead_lag.cash_Y0 → 관성 후반.ci.1;I46:estimates.panelB_excess_dormancy.tercile.ci.1;I62:estimates.dist_k20.null_sd,"The share of no-hire months is more closely tied to total hiring volume. Over the same pre-deal window, the co"
appendix,104,Table B1. Alternative measures of pre-de,-0.066,artifact,I06:estimates.panelA_specs.G36|S4 확장처치·확장풀.P1;I14:estimates.panelC_dose.D2 중간.zero_ci.0;I14:estimates.panelE_validated_subsample.non-confirmed.zero_ci.0,"The share of no-hire months is more closely tied to total hiring volume. Over the same pre-deal window, the co"
appendix,104,Table B1. Alternative measures of pre-de,0.063,artifact,I02:estimates.panelA_hazard_by_duration.d=2.ci_ratio.1;I04:estimates.panelB_by_inertia.T3 고관성.h1.asset_pe.ci.1;I04c:estimates.panelA_value_added.log_va|h4.DiD,"The share of no-hire months is more closely tied to total hiring volume. Over the same pre-deal window, the co"
appendix,104,Table B1. Alternative measures of pre-de,0.010,ledger,C5c.ci1;C17.value;C38a.value,"The share of no-hire months is more closely tied to total hiring volume. Over the same pre-deal window, the co"
appendix,123,Table B2. What component of the pre-deal,63.9,artifact-pct,I02:estimates.panelA_hazard_by_duration.d=2.t_pre (x100);I02:estimates.panelD_hazard_profile.처치_사전.1 (x100),"Notes. The residualised state removes size, industry, pre-deal growth, age, and seasonality, which jointly acc"
appendix,123,Table B2. What component of the pre-deal,0.141,artifact,I14:estimates.panelC_dose.D3 고지분.rel_ci.1;I14:estimates.panelC_dose.다수>=50%.DiD_ci.1;I16:estimates.panelB_pct_dose.소수<50%.rel,"Notes. The residualised state removes size, industry, pre-deal growth, age, and seasonality, which jointly acc"
appendix,123,Table B2. What component of the pre-deal,0.127,artifact,I45:estimates.panelB_covariate_adjusted.stake_maj_min.raw.diff;I54:estimates.panelAB_ri.employment.MDE_RI_80;I66:estimates.panelB_post_early_state.excess,"Notes. The residualised state removes size, industry, pre-deal growth, age, and seasonality, which jointly acc"
appendix,125,Table B2. What component of the pre-deal,0.536,artifact,I19c:estimates.panelA_sidak.② 법인 인수.sidak_p;I41:estimates.panelD_transitory_vs_structural.joint_과거 비활동.coef,"When the historical no-hire share and the pause in progress at closing enter together, their point estimates a"
appendix,125,Table B2. What component of the pre-deal,0.032,artifact,I04:estimates.panelB_by_inertia.T1 저관성.h1.log_wage.ci.1;I04:estimates.panelB_by_inertia.T3 고관성.h1.log_wage.ci.1;I04b:estimates.panelD_by_inertia.T1저관성.log_wage|h1.ci.1,"When the historical no-hire share and the pause in progress at closing enter together, their point estimates a"
appendix,127,Table B2. What component of the pre-deal,63.9,artifact-pct,I02:estimates.panelA_hazard_by_duration.d=2.t_pre (x100);I02:estimates.panelD_hazard_profile.처치_사전.1 (x100),"The residualised-state result provides a separate qualification. Size, industry, growth, age, and seasonality "
appendix,127,Table B2. What component of the pre-deal,0.243,ledger,C36.value;C92b.value,"The residualised-state result provides a separate qualification. Size, industry, growth, age, and seasonality "
appendix,127,Table B2. What component of the pre-deal,-0.221,ledger,C36.ci0,"The residualised-state result provides a separate qualification. Size, industry, growth, age, and seasonality "
appendix,127,Table B2. What component of the pre-deal,0.723,ledger,C36.ci1,"The residualised-state result provides a separate qualification. Size, industry, growth, age, and seasonality "
appendix,129,Table B2. What component of the pre-deal,0.268,ledger,E06.value,Moving the state window further into the past weakens the relationship more sharply. Using months −36 to −25 p
appendix,129,Table B2. What component of the pre-deal,0.141,artifact,I14:estimates.panelC_dose.D3 고지분.rel_ci.1;I14:estimates.panelC_dose.다수>=50%.DiD_ci.1;I16:estimates.panelB_pct_dose.소수<50%.rel,Moving the state window further into the past weakens the relationship more sharply. Using months −36 to −25 p
appendix,129,Table B2. What component of the pre-deal,0.92,artifact,I02:estimates.panelB_cloglog.post.HR_ci.0;I06:estimates.panelA_specs.G24|S3 확장처치·기존풀.mean_dist;I06:estimates.panelA_specs.G24|S4 확장처치·확장풀.mean_dist,Moving the state window further into the past weakens the relationship more sharply. Using months −36 to −25 p
appendix,129,Table B2. What component of the pre-deal,0.1789,ledger,E06a.value,Moving the state window further into the past weakens the relationship more sharply. Using months −36 to −25 p
appendix,149,Table B3. Alternative transformations of,0.837,ledger,E02.value,"The gradient remains positive across the principal winsorisation choices. The unwinsorised estimate is 0.837, "
appendix,149,Table B3. Alternative transformations of,0.710,ledger,D01.value;D03b.value;D09.value,"The gradient remains positive across the principal winsorisation choices. The unwinsorised estimate is 0.837, "
appendix,149,Table B3. Alternative transformations of,5,constant/count,,"The gradient remains positive across the principal winsorisation choices. The unwinsorised estimate is 0.837, "
appendix,149,Table B3. Alternative transformations of,95,constant/count,,"The gradient remains positive across the principal winsorisation choices. The unwinsorised estimate is 0.837, "
appendix,149,Table B3. Alternative transformations of,10,constant/count,,"The gradient remains positive across the principal winsorisation choices. The unwinsorised estimate is 0.837, "
appendix,149,Table B3. Alternative transformations of,90,constant/count,,"The gradient remains positive across the principal winsorisation choices. The unwinsorised estimate is 0.837, "
appendix,149,Table B3. Alternative transformations of,0.634,ledger,E04.value,"The gradient remains positive across the principal winsorisation choices. The unwinsorised estimate is 0.837, "
appendix,151,Table B3. Alternative transformations of,0.710,ledger,D01.value;D03b.value;D09.value,The transformations that retain zero-hiring windows also preserve the directional result. Because these transf
appendix,153,Table B3. Alternative transformations of,0.104,artifact,I04b:estimates.panelC_nps_full.log_payroll|h3.ci.0;I05:estimates.panelA_by_timing.mid.zero_ci.1;I46:estimates.panelI_state_definition.neg_log_rate.tercile_adj.diff,A Poisson pseudo-maximum-likelihood specification provides a less supportive check. Applied to hire counts wit
appendix,153,Table B3. Alternative transformations of,-0.319,artifact,"I50:estimates.panelB_ppml.ci.0;I50_panelH:T,TS.ci.1",A Poisson pseudo-maximum-likelihood specification provides a less supportive check. Applied to hire counts wit
appendix,153,Table B3. Alternative transformations of,0.526,ledger,C33.value,A Poisson pseudo-maximum-likelihood specification provides a less supportive check. Applied to hire counts wit
appendix,178,Table B4. Selected alternatives to the p,0.655,ledger,G02.value,Relaxing the requirement that all twelve state months be observed adds twenty-four events and gives a gradient
appendix,178,Table B4. Selected alternatives to the p,244,ledger,D12.n,Relaxing the requirement that all twelve state months be observed adds twenty-four events and gives a gradient
appendix,178,Table B4. Selected alternatives to the p,0.388,ledger,D12.value,Relaxing the requirement that all twelve state months be observed adds twenty-four events and gives a gradient
appendix,180,Table B4. Selected alternatives to the p,0.346,ledger,D12b.value,The inverse-variance-weighted specification produces a smaller gradient of 0.346 and a different placebo distr
appendix,180,Table B4. Selected alternatives to the p,2.28,artifact,I56:estimates.panelE_weighting.precision_weighted.z,The inverse-variance-weighted specification produces a smaller gradient of 0.346 and a different placebo distr
appendix,180,Table B4. Selected alternatives to the p,0.678,ledger,D12d.value,The inverse-variance-weighted specification produces a smaller gradient of 0.346 and a different placebo distr
appendix,200,C.1 Accounting consistency of worker ent,"227,339",ledger,C92.n,"Across 227,339 firm-month observations, the accounting relation holds closely. The median absolute discrepancy"
appendix,200,C.1 Accounting consistency of worker ent,24.3,artifact-pct,I41:estimates.panelB_residualized.resid_slope.slope (x100);I41_RECLASS:corrected_gate_tally.B_residualized.est (x100),"Across 227,339 firm-month observations, the accounting relation holds closely. The median absolute discrepancy"
appendix,200,C.1 Accounting consistency of worker ent,1.4,ledger,C9.ci1,"Across 227,339 firm-month observations, the accounting relation holds closely. The median absolute discrepancy"
appendix,200,C.1 Accounting consistency of worker ent,90,constant/count,,"Across 227,339 firm-month observations, the accounting relation holds closely. The median absolute discrepancy"
appendix,200,C.1 Accounting consistency of worker ent,7.1,artifact-pct,I04:estimates.panelC_comovement.h1|log_wage.ci.1 (x100);I04c:estimates.panelA_value_added.log_rev|h1.ci.1 (x100),"Across 227,339 firm-month observations, the accounting relation holds closely. The median absolute discrepancy"
appendix,218,Table C1. Accounting consistency of pens,2.8,artifact-pct,I02:estimates.panelB2_shape.treated.p (x100);I04b:estimates.panelD_by_inertia.T1저관성.roa|h1.ci.1 (x100),"The discrepancy rises around the transaction, from 2.8 percent in the preceding year to 3.6 percent in the dea"
